0 1 1
0 3 1
0 5 1
1 1 0.540302
1 3 0.998923
1 5 0.999998
2 1 -0.416147
2 3 0.995694
2 5 0.999991
3 1 -0.989992
3 3 0.990321
3 5 0.999979
4 1 -0.653644
4 3 0.982814
4 5 0.999963
5 1 0.283662
5 3 0.97319
5 5 0.999942
6 1 0.96017
6 3 0.96147
6 5 0.999916
7 1 0.753902
7 3 0.947679
7 5 0.999886
