0 0 0
0 2 0
0 4 0
0 6 0
0 8 0
0 10 0
0 12 0
0 14 0
0 16 0
0 18 0
0 20 0
0 22 0
0 24 0
0 26 0
0 28 0
0 30 0
1 0 0.841471
1 2 0.533168
1 4 0.310984
1 6 0.176892
1 8 0.0998334
1 10 0.0562045
1 12 0.0316175
1 14 0.0177819
1 16 0.00999983
1 18 0.00562338
1 20 0.00316227
1 22 0.00177828
1 24 0.001
1 26 0.000562341
1 28 0.000316228
1 30 0.000177828
2 0 0.909297
2 2 0.902131
2 4 0.591127
2 6 0.348205
2 8 0.198669
2 10 0.112231
2 12 0.0632034
2 14 0.0355581
2 16 0.0199987
2 18 0.0112466
2 20 0.00632451
2 22 0.00355655
2 24 0.002
2 26 0.00112468
2 28 0.000632456
2 30 0.000355656
3 0 0.14112
3 2 0.993253
3 4 0.812649
3 6 0.508536
3 8 0.29552
3 10 0.167903
3 12 0.0947261
3 14 0.0533231
3 16 0.0299955
3 18 0.0168694
3 20 0.00948669
3 22 0.00533481
3 24 0.003
3 26 0.00168702
3 28 0.000948683
3 30 0.000533484
4 0 -0.756802
4 2 0.778472
4 4 0.953581
4 6 0.652828
4 8 0.389418
4 10 0.223044
4 12 0.126154
4 14 0.0710712
4 16 0.0399893
4 18 0.0224918
4 20 0.0126488
4 22 0.00711306
4 24 0.00399999
4 26 0.00224936
4 28 0.00126491
4 30 0.000711312
5 0 -0.958924
5 2 0.323935
5 4 0.999947
5 6 0.77653
5 8 0.479426
5 10 0.277481
5 12 0.157456
5 14 0.0887969
5 16 0.0499792
5 18 0.0281134
5 20 0.0158107
5 22 0.00889128
5 24 0.00499998
5 26 0.0028117
5 28 0.00158114
5 30 0.00088914
6 0 -0.279415
6 2 -0.230367
6 4 0.947148
6 6 0.875741
6 8 0.564642
6 10 0.331039
6 12 0.1886
6 14 0.106494
6 16 0.059964
6 18 0.0337341
6 20 0.0189725
6 22 0.0106695
6 24 0.00599996
6 26 0.00337404
6 28 0.00189737
6 30 0.00106697
7 0 0.656987
7 2 -0.713721
7 4 0.800422
7 6 0.947331
7 8 0.644218
7 10 0.383552
7 12 0.219556
7 14 0.124158
7 16 0.0699428
7 18 0.0393537
7 20 0.0221341
7 22 0.0124476
7 24 0.00699994
7 26 0.00393638
7 28 0.00221359
7 30 0.0012448
8 0 0.989358
8 2 -0.977262
8 4 0.574318
8 6 0.989042
8 8 0.717356
8 10 0.434851
8 12 0.250292
8 14 0.141783
8 16 0.0799147
8 18 0.0449721
8 20 0.0252955
8 22 0.0142258
8 24 0.00799991
8 26 0.00449872
8 28 0.00252982
8 30 0.00142262
9 0 0.412118
9 2 -0.939824
9 4 0.291259
9 6 0.99956
9 8 0.783327
9 10 0.484776
9 12 0.280778
9 14 0.159363
9 16 0.0898786
9 18 0.0505891
9 20 0.0284567
9 22 0.0160038
9 24 0.00899988
9 26 0.00506105
9 28 0.00284605
9 30 0.00160045
10 0 -0.544021
10 2 -0.612937
10 4 -0.0206835
10 6 0.978553
10 8 0.841471
10 10 0.533168
10 12 0.310984
10 14 0.176892
10 16 0.0998334
10 18 0.0562045
10 20 0.0316175
10 22 0.0177819
10 24 0.00999983
10 26 0.00562338
10 28 0.00316227
10 30 0.00177828
11 0 -0.99999
11 2 -0.0972767
11 4 -0.330575
11 6 0.926682
11 8 0.891207
11 10 0.579875
11 12 0.340878
11 14 0.194366
11 16 0.109778
11 18 0.0618181
11 20 0.034778
11 22 0.0195598
11 24 0.0109998
11 26 0.00618572
11 28 0.0034785
11 30 0.00195611
