0 1 1
0 3 1
0 5 1
0 7 1
0 9 1
0 11 1
0 13 1
0 15 1
0 17 1
0 19 1
0 21 1
0 23 1
0 25 1
0 27 1
0 29 1
0 31 1
1 1 0.540302
1 3 0.846009
1 5 0.950415
1 7 0.98423
1 9 0.995004
1 11 0.998419
1 13 0.9995
1 15 0.999842
1 17 0.99995
1 19 0.999984
1 21 0.999995
1 23 0.999998
1 25 1
1 27 1
1 29 1
1 31 1
2 1 -0.416147
2 3 0.431463
2 5 0.806578
2 7 0.937418
2 9 0.980067
2 11 0.993682
2 13 0.998001
2 15 0.999368
2 17 0.9998
2 19 0.999937
2 21 0.99998
2 23 0.999994
2 25 0.999998
2 27 0.999999
2 29 1
2 31 1
3 1 -0.989992
3 3 -0.115966
3 5 0.582754
3 7 0.861041
3 9 0.955337
3 11 0.985803
3 13 0.995503
3 15 0.998577
3 17 0.99955
3 19 0.999858
3 21 0.999955
3 23 0.999986
3 25 0.999996
3 27 0.999999
3 29 1
3 31 1
4 1 -0.653644
4 3 -0.62768
4 5 0.301137
4 7 0.757506
4 9 0.921061
4 11 0.974808
4 13 0.992011
4 15 0.997471
4 17 0.9992
4 19 0.999747
4 21 0.99992
4 23 0.999975
4 25 0.999992
4 27 0.999997
4 29 0.999999
4 31 1
5 1 0.283662
5 3 -0.946079
5 5 -0.0103423
5 7 0.63008
5 9 0.877583
5 11 0.960731
5 13 0.987526
5 15 0.99605
5 17 0.99875
5 19 0.999605
5 21 0.999875
5 23 0.99996
5 25 0.999987
5 27 0.999996
5 29 0.999999
5 31 1
6 1 0.96017
6 3 -0.973104
6 5 -0.320796
6 7 0.482782
6 9 0.825336
6 11 0.943617
6 13 0.982054
6 15 0.994313
6 17 0.998201
6 19 0.999431
6 21 0.99982
6 23 0.999943
6 25 0.999982
6 27 0.999994
6 29 0.999998
6 31 0.999999
7 1 0.753902
7 3 -0.70043
7 5 -0.599437
7 7 0.320257
7 9 0.764842
7 11 0.923519
7 13 0.9756
7 15 0.992262
7 17 0.997551
7 19 0.999225
7 21 0.999755
7 23 0.999923
7 25 0.999976
7 27 0.999992
7 29 0.999998
7 31 0.999999
8 1 -0.1455
8 3 -0.212037
8 5 -0.818632
8 7 0.147631
8 9 0.696707
8 11 0.900502
8 13 0.96817
8 15 0.989898
8 17 0.996802
8 19 0.998988
8 21 0.99968
8 23 0.999899
8 25 0.999968
8 27 0.99999
8 29 0.999997
8 31 0.999999
9 1 -0.91113
9 3 0.34166
9 5 -0.956644
9 7 -0.0296508
9 9 0.62161
9 11 0.874638
9 13 0.959773
9 15 0.98722
9 17 0.995953
9 19 0.99872
9 21 0.999595
9 23 0.999872
9 25 0.99996
9 27 0.999987
9 29 0.999996
9 31 0.999999
10 1 -0.839072
10 3 0.790132
10 5 -0.999786
10 7 -0.205998
10 9 0.540302
10 11 0.846009
10 13 0.950415
10 15 0.98423
10 17 0.995004
10 19 0.998419
10 21 0.9995
10 23 0.999842
10 25 0.99995
10 27 0.999984
10 29 0.999995
10 31 0.999998
11 1 0.0044257
11 3 0.995257
11 5 -0.94378
11 7 -0.375847
11 9 0.453596
11 11 0.814705
11 13 0.940108
11 15 0.980929
11 17 0.993956
11 19 0.998087
11 21 0.999395
11 23 0.999809
11 25 0.99994
11 27 0.999981
11 29 0.999994
11 31 0.999998
